State,District,Arrival_date,Variety,Amount Sold,Modal_price
Chattisgarh,Balodabazar,Apr,Other,3.1,2933.333333
Chattisgarh,Balodabazar,Feb,Other,15.5,3182.928571
Chattisgarh,Balodabazar,Jan,Other,6.9,3144.666667
Chattisgarh,Balodabazar,Jul,Other,1.5,3139.75
Chattisgarh,Balodabazar,Jun,Other,1.3,3160.666667
Chattisgarh,Balodabazar,Mar,Other,4.4,2909.625
Chattisgarh,Balodabazar,May,Other,5.3,3099.1
Chattisgarh,Balodabazar,Nov,Other,40.2,3132
Chattisgarh,Balodabazar,Oct,Other,21.9,2930
Chattisgarh,Balodabazar,Sep,Other,2,2952.5
Chattisgarh,Bemetara,Jul,Yellow,113,3333.333333
Chattisgarh,Bemetara,Jun,Yellow,125,3400
Chattisgarh,Bilaspur,Mar,Local,0.8,3000
Chattisgarh,Durg,Apr,Yellow,208.8,3417.5
Chattisgarh,Durg,Aug,Yellow,54,3387.5
Chattisgarh,Durg,Feb,Other,599,3650
Chattisgarh,Durg,Feb,Yellow,599,3529.166667
Chattisgarh,Durg,Jan,Yellow,958.5,3457.333333
Chattisgarh,Durg,Jan,Other,958.5,3411
Chattisgarh,Durg,Jul,Yellow,456,3425
Chattisgarh,Durg,Jun,Yellow,15,3466.666667
Chattisgarh,Durg,Mar,Other,230.6,3298
Chattisgarh,Durg,Mar,Yellow,230.6,3375
Chattisgarh,Durg,May,Yellow,234,3225
Chattisgarh,Durg,Nov,Yellow,579.5,3362.5
Chattisgarh,Durg,Oct,Yellow,985.6,3290
Chattisgarh,Durg,Sep,Yellow,29.6,3400
Chattisgarh,Kabirdham,Apr,Yellow,612.3,3480.117647
Chattisgarh,Kabirdham,Aug,Yellow,131.5,3382.2
Chattisgarh,Kabirdham,Feb,Other,287.3,3100
Chattisgarh,Kabirdham,Feb,Yellow,287.3,3338
Chattisgarh,Kabirdham,Jan,Yellow,242.4,3430.466667
Chattisgarh,Kabirdham,Jul,Yellow,217.7,3440.136364
Chattisgarh,Kabirdham,Jun,Yellow,278.1,3326.8
Chattisgarh,Kabirdham,Mar,Yellow,434.5,3323.85
Chattisgarh,Kabirdham,May,Yellow,279.1,3436.315789
Chattisgarh,Kabirdham,Nov,Yellow,2531.3,3302.833333
Chattisgarh,Kabirdham,Oct,Yellow,1435.8,3389.75
Chattisgarh,Kabirdham,Sep,Yellow,80.4,3411.142857
Chattisgarh,Mungeli,Apr,Yellow,47.8,3364.714286
Chattisgarh,Mungeli,Aug,Yellow,28,3328
Chattisgarh,Mungeli,Feb,Yellow,96.5,3395
Chattisgarh,Mungeli,Jan,Yellow,151.9,3486.75
Chattisgarh,Mungeli,Jul,Yellow,106.3,3375.823529
Chattisgarh,Mungeli,Jun,Yellow,254.1,3358.473684
Chattisgarh,Mungeli,Mar,Yellow,55.7,3320.4375
Chattisgarh,Mungeli,May,Yellow,162.6,3422.818182
Chattisgarh,Mungeli,Nov,Yellow,2049.6,3357.166667
Chattisgarh,Mungeli,Oct,Yellow,1434.6,3347
Chattisgarh,Mungeli,Sep,Yellow,49.5,3338
Chattisgarh,Narayanpur,Jun,Soybean,0.3,2900
Chattisgarh,Raipur,Apr,Yellow,500,3000
Chattisgarh,Raipur,Feb,Soybean,312.9,3456
Chattisgarh,Raipur,Feb,Yellow,312.9,3200
Chattisgarh,Raipur,Jan,Yellow,630.2,3000
Chattisgarh,Raipur,Jan,Soybean,630.2,3242.5
Chattisgarh,Raipur,Jul,Yellow,41.6,3000
Chattisgarh,Raipur,Jul,Soybean,41.6,3556
Chattisgarh,Raipur,Jun,Soybean,39.3,3649
Chattisgarh,Raipur,Mar,Soybean,0.2,2000
Chattisgarh,Raipur,May,Yellow,775.4,3000
Chattisgarh,Raipur,May,Soybean,775.4,3755
Chattisgarh,Rajnandgaon,Apr,Local,4405.8,3572
Chattisgarh,Rajnandgaon,Apr,Soybean,4405.8,3399
Chattisgarh,Rajnandgaon,Apr,Yellow,4405.8,3568.92
Chattisgarh,Rajnandgaon,Aug,Local,2396.4,3565
Chattisgarh,Rajnandgaon,Aug,Other,2396.4,3300
Chattisgarh,Rajnandgaon,Aug,Yellow,2396.4,3551.25
Chattisgarh,Rajnandgaon,Feb,Other,4166.9,3300
Chattisgarh,Rajnandgaon,Feb,Soybean,4166.9,3399.2
Chattisgarh,Rajnandgaon,Feb,Yellow,4166.9,3580.904762
Chattisgarh,Rajnandgaon,Feb,Local,4166.9,3591.1875
Chattisgarh,Rajnandgaon,Jan,Yellow,2946.9,3582.526316
Chattisgarh,Rajnandgaon,Jan,Soybean,2946.9,3399
Chattisgarh,Rajnandgaon,Jan,Other,2946.9,2950
Chattisgarh,Rajnandgaon,Jan,Local,2946.9,3596.166667
Chattisgarh,Rajnandgaon,Jul,Yellow,2320.3,3530.027778
Chattisgarh,Rajnandgaon,Jul,Other,2320.3,3099.8
Chattisgarh,Rajnandgaon,Jul,Local,2320.3,3505.666667
Chattisgarh,Rajnandgaon,Jun,Yellow,2396.5,3532.84375
Chattisgarh,Rajnandgaon,Jun,Local,2396.5,3592.666667
Chattisgarh,Rajnandgaon,Jun,Other,2396.5,3300
Chattisgarh,Rajnandgaon,Jun,Soybean,2396.5,3399
Chattisgarh,Rajnandgaon,Mar,Yellow,3750.6,3470.294118
Chattisgarh,Rajnandgaon,Mar,Local,3750.6,3482.705882
Chattisgarh,Rajnandgaon,Mar,Soybean,3750.6,3399
Chattisgarh,Rajnandgaon,May,Local,4126.3,3537.5
Chattisgarh,Rajnandgaon,May,Yellow,4126.3,3606.911765
Chattisgarh,Rajnandgaon,May,Soybean,4126.3,3399
Chattisgarh,Rajnandgaon,May,Other,4126.3,3300
Chattisgarh,Rajnandgaon,Nov,Yellow,14381.7,3633.375
Chattisgarh,Rajnandgaon,Nov,Soybean,14381.7,3399
Chattisgarh,Rajnandgaon,Nov,Local,14381.7,3359.6
Chattisgarh,Rajnandgaon,Oct,Other,11207,3300
Chattisgarh,Rajnandgaon,Oct,Soybean,11207,3399
Chattisgarh,Rajnandgaon,Oct,Local,11207,3531
Chattisgarh,Rajnandgaon,Oct,Yellow,11207,3511.333333
Chattisgarh,Rajnandgaon,Sep,Yellow,1331.6,3534.571429
Chattisgarh,Rajnandgaon,Sep,Local,1331.6,3293.2
Gujarat,Amreli,Apr,Other,1.4,3275
Gujarat,Amreli,Apr,Soybean,1.4,3427.5
Gujarat,Amreli,Aug,Other,0.5,2722.5
Gujarat,Amreli,Feb,Other,1.7,3288.75
Gujarat,Amreli,Feb,Soybean,1.7,3397.5
Gujarat,Amreli,Jan,Soybean,2.9,3455
Gujarat,Amreli,Jan,Other,2.9,3361.666667
Gujarat,Amreli,Jul,Soybean,0.3,3242.5
Gujarat,Amreli,Jun,Soybean,0.2,3200
Gujarat,Amreli,Mar,Soybean,2.1,3312.5
Gujarat,Amreli,Mar,Other,2.1,3200
Gujarat,Amreli,May,Soybean,0.8,3297.5
Gujarat,Amreli,May,Other,0.8,3325
Gujarat,Amreli,Oct,Soybean,4.3,3500
Gujarat,Amreli,Sep,Soybean,0.1,3500
Gujarat,Bhavnagar,Apr,Other,0.1,3290
Gujarat,Bhavnagar,Aug,Other,0.05,2725
Gujarat,Bhavnagar,Feb,Other,0.12,3108.333333
Gujarat,Bhavnagar,May,Other,355,3100
Gujarat,Bhavnagar,Oct,Other,353,2820
Gujarat,Bhavnagar,Sep,Other,353,3105
Gujarat,Dahod,Apr,Soybean,827.7,3710.9375
Gujarat,Dahod,Aug,Soybean,831.3,3630
Gujarat,Dahod,Feb,Soybean,1079.5,3714.52381
Gujarat,Dahod,Jan,Soybean,2660.9,3742.272727
Gujarat,Dahod,Jan,Other,2660.9,3187.5
Gujarat,Dahod,Jul,Soybean,1116.6,3590.047619
Gujarat,Dahod,Jun,Soybean,918.6,3695.47619
Gujarat,Dahod,Mar,Soybean,874.4,3661.578947
Gujarat,Dahod,May,Soybean,990.3,3756.608696
Gujarat,Dahod,Nov,Soybean,6085.6,3684.285714
Gujarat,Dahod,Nov,Other,6085.6,3200
Gujarat,Dahod,Oct,Soybean,1230.7,3640
Gujarat,Dahod,Sep,Soybean,450.4,3640
Gujarat,Jamnagar,Apr,Soybean,2.6,3025
Gujarat,Jamnagar,Aug,Soybean,0.2,3050
Gujarat,Jamnagar,Feb,Soybean,2.3,3250
Gujarat,Jamnagar,Jan,Soybean,9.5,3435.714286
Gujarat,Jamnagar,Jul,Soybean,0.7,3650
Gujarat,Jamnagar,Jun,Soybean,0.3,3350
Gujarat,Jamnagar,Mar,Soybean,123,3100
Gujarat,Jamnagar,May,Soybean,0.7,3120
Gujarat,Jamnagar,Nov,Soybean,0.2,3625
Gujarat,Jamnagar,Oct,Soybean,0.5,3200
Gujarat,Junagarh,Apr,Soybean,109.4,3345
Gujarat,Junagarh,Aug,Soybean,54.5,3441.666667
Gujarat,Junagarh,Feb,Soybean,273.4,3501.842105
Gujarat,Junagarh,Jan,Soybean,692,3514.473684
Gujarat,Junagarh,Jan,Other,692,3265
Gujarat,Junagarh,Jul,Soybean,77.7,3330.294118
Gujarat,Junagarh,Jun,Soybean,87.5,3425.357143
Gujarat,Junagarh,Mar,Soybean,85.9,3473.75
Gujarat,Junagarh,May,Soybean,144.7,3426.5
Gujarat,Junagarh,Nov,Soybean,2986,3464.285714
Gujarat,Junagarh,Oct,Soybean,427.1,3365
Gujarat,Junagarh,Sep,Soybean,119.3,3433.333333
Gujarat,Rajkot,Apr,Yellow,44.6,3422.857143
Gujarat,Rajkot,Apr,Soybean,44.6,3150
Gujarat,Rajkot,Apr,Other,44.6,3129.375
Gujarat,Rajkot,Aug,Other,322.7,2955
Gujarat,Rajkot,Aug,Yellow,322.7,3386.25
Gujarat,Rajkot,Aug,Soybean,322.7,3350
Gujarat,Rajkot,Feb,Other,89.2,2495.625
Gujarat,Rajkot,Feb,Soybean,89.2,3440
Gujarat,Rajkot,Feb,Yellow,89.2,3441.666667
Gujarat,Rajkot,Jan,Soybean,170.6,3483.333333
Gujarat,Rajkot,Jan,Other,170.6,2783.333333
Gujarat,Rajkot,Jan,Yellow,170.6,3482.142857
Gujarat,Rajkot,Jul,Other,477.1,3133.75
Gujarat,Rajkot,Jul,Soybean,477.1,3183.333333
Gujarat,Rajkot,Jul,Yellow,477.1,3350.625
Gujarat,Rajkot,Jun,Soybean,66.1,3550
Gujarat,Rajkot,Jun,Yellow,66.1,3446.666667
Gujarat,Rajkot,Jun,Other,66.1,3345
Gujarat,Rajkot,Mar,Other,40.7,2606.375
Gujarat,Rajkot,Mar,Soybean,40.7,3300
Gujarat,Rajkot,Mar,Yellow,40.7,3407.5
Gujarat,Rajkot,May,Other,120.4,3302.083333
Gujarat,Rajkot,May,Soybean,120.4,3400
Gujarat,Rajkot,May,Yellow,120.4,3422.727273
Gujarat,Rajkot,Nov,Other,6052.7,3000
Gujarat,Rajkot,Nov,Yellow,6052.7,3455
Gujarat,Rajkot,Oct,Other,981.7,3232.5
Gujarat,Rajkot,Oct,Soybean,981.7,3300
Gujarat,Rajkot,Oct,Yellow,981.7,3455
Gujarat,Rajkot,Sep,Soybean,348.3,3250
Gujarat,Rajkot,Sep,Other,348.3,3187.5
Gujarat,Rajkot,Sep,Yellow,348.3,3373.75
Gujarat,Sabarkantha,Apr,Yellow,9.8,3475
Gujarat,Sabarkantha,Apr,Other,9.8,3569.333333
Gujarat,Sabarkantha,Aug,Yellow,6,3412.5
Gujarat,Sabarkantha,Aug,Other,6,3568.333333
Gujarat,Sabarkantha,Feb,Other,1162.6,3690.633333
Gujarat,Sabarkantha,Feb,Yellow,1162.6,3526.923077
Gujarat,Sabarkantha,Jan,Other,1709,3608.2
Gujarat,Sabarkantha,Jan,Yellow,1709,3509.761905
Gujarat,Sabarkantha,Jul,Other,26.9,2722
Gujarat,Sabarkantha,Jul,Yellow,26.9,3296.875
Gujarat,Sabarkantha,Jun,Other,18.5,2639.666667
Gujarat,Sabarkantha,Jun,Yellow,18.5,3456.25
Gujarat,Sabarkantha,Mar,Yellow,159.4,3370
Gujarat,Sabarkantha,Mar,Other,159.4,2829
Gujarat,Sabarkantha,May,Other,0.8,3730
Gujarat,Sabarkantha,May,Yellow,0.8,3420
Gujarat,Sabarkantha,Nov,Other,9754,3445
Gujarat,Sabarkantha,Nov,Yellow,9754,3258.333333
Gujarat,Sabarkantha,Oct,Other,71,3445
Gujarat,Sabarkantha,Oct,Yellow,71,3225
Gujarat,Sabarkantha,Sep,Other,2,2606.5
Gujarat,Sabarkantha,Sep,Yellow,2,4587.5
Gujarat,Surat,Apr,Other,12.74,3366.666667
Gujarat,Surat,Aug,Other,54,3212.5
Gujarat,Surat,Feb,Other,4.51,2956.25
Gujarat,Surat,Jan,Other,0.9,2875
Gujarat,Surat,Jan,Yellow,0.9,3737
Gujarat,Surat,Jul,Other,4.5,2808.333333
Gujarat,Surat,Jun,Other,0.12,3325
Gujarat,Surat,Mar,Other,9.94,3229
Gujarat,Surat,May,Other,0.13,3400
Gujarat,Surat,Nov,Other,867.12,3000
Gujarat,Surat,Oct,Other,92.46,3000
Gujarat,Surat,Sep,Other,35,3287.5
Gujarat,Vadodara,Jan,Soybean,23.5,3225
Karnataka,Bangalore,Apr,Soybean,16,4490
Karnataka,Bangalore,Aug,Soybean,27,4425
Karnataka,Bangalore,Feb,Soybean,17,4530
Karnataka,Bangalore,Jan,Soybean,16,4600
Karnataka,Bangalore,Jul,Soybean,10,4508.333333
Karnataka,Bangalore,Jun,Soybean,13,4560
Karnataka,Bangalore,Mar,Soybean,24,4350
Karnataka,Bangalore,May,Soybean,39,4588.888889
Karnataka,Bangalore,Nov,Soybean,9,4475
Karnataka,Bangalore,Oct,Soybean,33,4600
Karnataka,Belgaum,Apr,Soybean,1795,3560
Karnataka,Belgaum,Apr,Local,1795,3619.333333
Karnataka,Belgaum,Aug,Soybean,432,3700
Karnataka,Belgaum,Aug,Local,432,3584
Karnataka,Belgaum,Feb,Soybean,1854,3608.857143
Karnataka,Belgaum,Feb,Local,1854,3576.5
Karnataka,Belgaum,Jan,Local,4009,3615.5
Karnataka,Belgaum,Jan,Soybean,4009,3403.75
Karnataka,Belgaum,Jan,Other,4009,3800
Karnataka,Belgaum,Jul,Local,219,3518.333333
Karnataka,Belgaum,Jul,Soybean,219,3350
Karnataka,Belgaum,Jun,Soybean,327,3500
Karnataka,Belgaum,Jun,Local,327,3574.615385
Karnataka,Belgaum,Mar,Soybean,1384,3681.5
Karnataka,Belgaum,Mar,Local,1384,3561.052632
Karnataka,Belgaum,May,Soybean,589,3700
Karnataka,Belgaum,May,Local,589,3618.571429
Karnataka,Belgaum,Nov,Soybean,5477,3700
Karnataka,Belgaum,Nov,Local,5477,3570
Karnataka,Belgaum,Oct,Local,3080,3592.5
Karnataka,Belgaum,Oct,Soybean,3080,3672
Karnataka,Belgaum,Sep,Local,432,3597.5
Karnataka,Belgaum,Sep,Soybean,432,3700
Karnataka,Bidar,Apr,Soybean,1126,3629.095238
Karnataka,Bidar,Aug,Soybean,455,3643.75
Karnataka,Bidar,Feb,Soybean,1378,3632.566667
Karnataka,Bidar,Jan,Soybean,4110,3635
Karnataka,Bidar,Jul,Soybean,195,3587.222222
Karnataka,Bidar,Jun,Soybean,524,3692
Karnataka,Bidar,Mar,Soybean,841,3587
Karnataka,Bidar,May,Soybean,542,3645.888889
Karnataka,Bidar,Nov,Soybean,17638,3580.125
Karnataka,Bidar,Oct,Soybean,11138,3570.5
Karnataka,Bidar,Sep,Soybean,455,3637.428571
Karnataka,Dharwad,Apr,Soybean,4288,3507.533333
Karnataka,Dharwad,Aug,Soybean,1859,3491.428571
Karnataka,Dharwad,Feb,Soybean,2368,3521.942308
Karnataka,Dharwad,Jan,Soybean,2418,3468.5
Karnataka,Dharwad,Jul,Soybean,673,3505.815789
Karnataka,Dharwad,Jun,Soybean,692,3513.72
Karnataka,Dharwad,Mar,Soybean,2013,3458.636364
Karnataka,Dharwad,May,Soybean,2587,3513.647059
Karnataka,Dharwad,Nov,Soybean,458,3489.642857
Karnataka,Dharwad,Oct,Soybean,559,3449.125
Karnataka,Dharwad,Sep,Soybean,1859,3444.090909
Karnataka,Gulbarga,Apr,Soybean,114,3193
Karnataka,Gulbarga,Aug,Soybean,254,3326
Karnataka,Gulbarga,Feb,Soybean,211,3378.647059
Karnataka,Gulbarga,Jan,Soybean,288,3248.125
Karnataka,Gulbarga,Jul,Soybean,5,3335.8
Karnataka,Gulbarga,Jun,Soybean,42,3331.5
Karnataka,Gulbarga,Mar,Soybean,146,3202.076923
Karnataka,Gulbarga,May,Soybean,21,3306.428571
Karnataka,Gulbarga,Nov,Soybean,697,3226.4
Karnataka,Gulbarga,Oct,Soybean,243,3192.333333
Karnataka,Gulbarga,Sep,Soybean,54,3291.2
Karnataka,Haveri,Apr,Soybean,1062,3608.458333
Karnataka,Haveri,Aug,Soybean,273,3578.714286
Karnataka,Haveri,Feb,Soybean,427,3566.041667
Karnataka,Haveri,Jan,Soybean,383,3590.870968
Karnataka,Haveri,Jul,Soybean,223,3598.95
Karnataka,Haveri,Jun,Soybean,332,3604.153846
Karnataka,Haveri,Mar,Soybean,544,3526.68
Karnataka,Haveri,May,Soybean,681,3576.4375
Karnataka,Haveri,Nov,Soybean,863,3593
Karnataka,Haveri,Oct,Soybean,358,3515
Karnataka,Haveri,Sep,Soybean,273,3553.75
Karnataka,Karwar(Uttar Kannad),Oct,Soybean,25,3650
Madhya Pradesh,Alirajpur,Apr,Other,1696.81,3441.125
Madhya Pradesh,Alirajpur,Aug,Other,1024.25,3356.818182
Madhya Pradesh,Alirajpur,Feb,Other,1298.1,3266.551724
Madhya Pradesh,Alirajpur,Jan,Other,1615.2,3289.354839
Madhya Pradesh,Alirajpur,Jul,Other,1529.62,3285
Madhya Pradesh,Alirajpur,Jun,Other,1396.78,3425
Madhya Pradesh,Alirajpur,Mar,Other,1741.4,3302.62963
Madhya Pradesh,Alirajpur,May,Other,1821.55,3398.181818
Madhya Pradesh,Alirajpur,Nov,Other,1718.4,3349.2
Madhya Pradesh,Alirajpur,Oct,Other,805.5,3401.875
Madhya Pradesh,Alirajpur,Sep,Other,857.2,2448
Madhya Pradesh,Anupur,Aug,Other,245,4500
Madhya Pradesh,Anupur,Jan,Other,3,3000
Madhya Pradesh,Ashoknagar,Apr,Yellow,2296.2,3513.958333
Madhya Pradesh,Ashoknagar,Apr,Other,2296.2,3444.5
Madhya Pradesh,Ashoknagar,Apr,Soybean,2296.2,3366.666667
Madhya Pradesh,Ashoknagar,Aug,Other,2562,3488.4
Madhya Pradesh,Ashoknagar,Aug,Yellow,2562,3428.769231
Madhya Pradesh,Ashoknagar,Aug,Soybean,2562,3200
Madhya Pradesh,Ashoknagar,Feb,Soybean,5271.7,3368.75
Madhya Pradesh,Ashoknagar,Feb,Yellow,5271.7,3477.413043
Madhya Pradesh,Ashoknagar,Feb,Other,5271.7,3331.9
Madhya Pradesh,Ashoknagar,Jan,Soybean,13407.1,3357.142857
Madhya Pradesh,Ashoknagar,Jan,Other,13407.1,3511.318182
Madhya Pradesh,Ashoknagar,Jan,Yellow,13407.1,3424.594595
Madhya Pradesh,Ashoknagar,Jul,Soybean,5166.3,3299.666667
Madhya Pradesh,Ashoknagar,Jul,Other,5166.3,3413.785714
Madhya Pradesh,Ashoknagar,Jul,Yellow,5166.3,3398.102564
Madhya Pradesh,Ashoknagar,Jun,Soybean,4501.5,3500
Madhya Pradesh,Ashoknagar,Jun,Yellow,4501.5,3500.863636
Madhya Pradesh,Ashoknagar,Jun,Other,4501.5,3399.5
Madhya Pradesh,Ashoknagar,Mar,Soybean,3482.9,3100
Madhya Pradesh,Ashoknagar,Mar,Other,3482.9,3351.5
Madhya Pradesh,Ashoknagar,Mar,Yellow,3482.9,3471.545455
Madhya Pradesh,Ashoknagar,May,Soybean,1326.9,3299.5
Madhya Pradesh,Ashoknagar,May,Other,1326.9,3435.5
Madhya Pradesh,Ashoknagar,May,Yellow,1326.9,3548
Madhya Pradesh,Ashoknagar,Nov,Soybean,44395,3200
Madhya Pradesh,Ashoknagar,Nov,Other,44395,3467.75
Madhya Pradesh,Ashoknagar,Nov,Yellow,44395,3517.833333
Madhya Pradesh,Ashoknagar,Oct,Soybean,27809.4,3200
Madhya Pradesh,Ashoknagar,Oct,Other,27809.4,3555
Madhya Pradesh,Ashoknagar,Oct,Yellow,27809.4,3466
Madhya Pradesh,Ashoknagar,Sep,Yellow,469.2,3460.875
Madhya Pradesh,Ashoknagar,Sep,Soybean,469.2,3100
Madhya Pradesh,Ashoknagar,Sep,Other,469.2,3430.5
Madhya Pradesh,Badwani,Apr,Yellow,87.69,3554.25
Madhya Pradesh,Badwani,Apr,Other,87.69,3757
Madhya Pradesh,Badwani,Aug,Yellow,92.6,3468.142857
Madhya Pradesh,Badwani,Aug,Other,92.6,3197.666667
Madhya Pradesh,Badwani,Feb,Yellow,348.89,3600.666667
Madhya Pradesh,Badwani,Feb,Other,348.89,3375
Madhya Pradesh,Badwani,Jan,Soybean,627.05,3024
Madhya Pradesh,Badwani,Jan,Yellow,627.05,3571.095238
Madhya Pradesh,Badwani,Jan,Other,627.05,3243.75
Madhya Pradesh,Badwani,Jul,Other,171.3,3375
Madhya Pradesh,Badwani,Jul,Yellow,171.3,3413.5
Madhya Pradesh,Badwani,Jun,Yellow,103,3462.875
Madhya Pradesh,Badwani,Jun,Other,103,3150
Madhya Pradesh,Badwani,Mar,Other,167.57,3430.2
Madhya Pradesh,Badwani,Mar,Yellow,167.57,3498
Madhya Pradesh,Badwani,May,Other,90.7,3300
Madhya Pradesh,Badwani,May,Yellow,90.7,3514.923077
Madhya Pradesh,Badwani,Nov,Soybean,551.44,3000
Madhya Pradesh,Badwani,Nov,Other,551.44,3375
Madhya Pradesh,Badwani,Nov,Yellow,551.44,3581.166667
Madhya Pradesh,Badwani,Oct,Other,94.38,3218.5
Madhya Pradesh,Badwani,Oct,Yellow,94.38,3501.4
Madhya Pradesh,Badwani,Sep,Other,118.85,3311
Madhya Pradesh,Badwani,Sep,Yellow,118.85,3482.125
Madhya Pradesh,Betul,Apr,Yellow,7289.28,3575.789474
Madhya Pradesh,Betul,Apr,Other,7289.28,3551.1
Madhya Pradesh,Betul,Aug,Yellow,4432,3499.5
Madhya Pradesh,Betul,Feb,Yellow,2968.7,3555.484848
Madhya Pradesh,Betul,Jan,Yellow,6305.5,3544.294118
Madhya Pradesh,Betul,Jan,Other,6305.5,3680
Madhya Pradesh,Betul,Jul,Yellow,8174,3480.25
Madhya Pradesh,Betul,Jun,Yellow,6881.6,3539.882353
Madhya Pradesh,Betul,Mar,Yellow,3410,3543.5
Madhya Pradesh,Betul,May,Other,6970.1,3580
Madhya Pradesh,Betul,May,Local,6970.1,3670
Madhya Pradesh,Betul,May,Yellow,6970.1,3639.76
Madhya Pradesh,Betul,Nov,Yellow,3623.2,3507
Madhya Pradesh,Betul,Oct,Other,244.5,3550
Madhya Pradesh,Betul,Oct,Yellow,244.5,3487.666667
Madhya Pradesh,Betul,Sep,Yellow,6252.7,3540.75
