Year,District,Sowing Area(Lakh ha),Estimated Production(Lakh metric tonnes),Soil_types,Altitude(m),Humidity(%),Basins,Rainfall(mm),Max Temperature,Min Temperature,Avg Temperature,Expected Yield(kg/ha)
2014,Jabalpur,0.088,0.039,Deep Black,412,61.5,Narmada Basin,968.8,34.25,25.5,29.75,443
2014,Katni,0.01,0.006,"Mixed Red and Black, Deep Black",304,60,Ken Basin,900.3,34.75,25.75,29.75,600
2014,Chhindwara,1.007,0.809,Shallow Black,675,65.75,Wainganga Basin,807,31.75,23.75,27.5,803
2014,Mandla,0.01,0.006,Red and Yellow Medium Black,445,65.25,Narmada Basin,1229.1,33.25,24,28.25,600
2014,Seoni,0.532,0.422,Mixed Red and Black,611,66,Narmada Basin,880.3,32.75,24,27.75,793
2014,Narsinghpur,0.542,0.325,Deep Black,347,59.75,Narmada Basin,915.2,33.25,26,30,600
2014,Dindori,0.105,0.073,Red and yellow,640,66.25,Narmada Basin,1152.8,32.25,23.5,27.25,695
2014,Sagar,3.21,2.391,Medium and Deep Black,427,59,Betwa Basin,865.5,34.25,26,30,745
2014,Damoh,0.965,0.731,Medium and Deep Black,595,58.25,Ken Basin,824.4,35,26.5,30.5,758
2014,Panna,0.278,0.202,"Mixed Red and Black, Deep Black",410,53.75,Ken Basin,709,35.75,27.5,31.5,727
2014,Tikamgarh,0.557,0.4,Mixed Red and Black,349,54,Betwa Basin,868.4,36,27.5,31.5,718
2014,Chhattarpur,0.574,0.441,Mixed Red and Black,305,52.75,Betwa Basin,807,36.5,29,33.75,768
2014,Gwalior,0.039,0.033,Alluvium,211,45.75,Sindh Basin,712.4,38,29.75,33.75,846
2014,Shivpuri,1.326,0.995,Alluvium,468,52.25,Chambal Basin,817.2,35.75,27.5,31.5,750
2014,Guna,1.947,1.213,Medium and Deep Black,474,57.25,Chambal Basin,927.4,34.5,26.5,30.5,623
2014,Ashoknagar,1.346,1.088,Alluvium,499,56.25,Sindh Basin,851.2,35,26.75,30.5,808
2014,Datia,0.12,0.086,Mixed Red and Black,420,49,Sindh Basin,724.3,37.25,28.75,33,717
2014,Morena,0.012,0.009,Alluvium,177,50.75,Sindh Basin,493.5,37.25,28.75,32.75,750
2014,Sheopur,0.296,0.213,Alluvium,456,50.5,Chambal Basin,678,37,28.75,32.75,720
2014,Bhind,0.003,0.003,Alluvium,192,43.75,Sindh Basin,510.6,38.75,30.25,34.5,1000
2014,Rewa,0.547,0.339,Medium and Black,304,54.25,Tons Basin,957.9,36,27.5,31.5,620
2014,Sidhi,0.022,0.014,Red and Yellow,272,70.75,Son Basin,1242.7,31.75,23.25,27.25,636
2014,Satna,0.58,0.412,Mixed Red and Black,315,54.75,Tons Basin,808.9,35.5,27.25,31.5,710
2014,Singrauli,0.1228,0.1194,"Red soil, Alluvial & Lateritic soil",609,59,Son Basin,698.3,35.75,26.75,31,875
2014,Shahdol,0.146,0.096,Red and Yellow Medium Black,464,63.75,Son Basin,990.1,33.5,24.5,28.5,658
2014,Anuppur,0.048,0.031,Red and Yellow Medium Black,505,63.75,Son Basin,1307.7,33.5,24.5,28.5,646
2014,Umaria,0.042,0.027,Red and Yellow Medium Black,2430,62.5,Son Basin,919.6,34.25,25.25,29.25,643
2015,Ujjain,4.325,2.967,Medium Black,494,65.75,Chambal Basin,1521.2,32,24.25,28,686
2015,Mandsaur,2.75,1.953,Medium Black,440,63.75,Chambal Basin,900.7,32.75,25,28.5,710
2015,Neemuch,1.401,0.989,Medium Black,452,63,Chambal Basin,741.6,32.75,25,28.75,706
2015,Ratlam,2.188,1.571,Medium Black,480,67,Chambal Basin,1236.2,32,24.5,28,718
2015,Dewas,3.289,1.618,Medium Black,535,66.75,Narmada Basin,1257.9,31.75,24,27.75,492
2015,Shajapur,2.176,1.329,Medium Black,445,64,Chambal Basin,1578.5,32.25,25,28.75,611
2015,Balaghat,0.0775,0.074,Deep Black,412,73.4,Wainganga Basin,1234.84,32.5,24.1,27.8,966.75
2015,Agar,1.178,0.72,Red,505,70.75,Chambal Basin,0,31.5,24.75,27.75,611
2015,Bhopal,1.096,0.672,Medium and Deep Black,527,65.5,Betwa Basin,1101.8,32.5,25.25,28.5,613
2015,Sehore,2.899,1.922,Medium and Deep Black,502,66.25,Chambal Basin,1182.5,32.25,24.5,28.25,663
2015,Raisen,1.022,0.535,Medium and Deep Black,445,64.75,Betwa Basin,1206,32.5,25.25,28.75,523
2015,Vidisha,2.855,2.027,Medium and Deep Black,424,64.75,Betwa Basin,1015.4,32.5,25.25,28.75,710
2015,Rajgarh,3.205,2.449,Medium Black,1555,67,Chambal Basin,1565.3,32,24.5,28,764
2015,Betul,2.092,0.489,Shallow Black,658,71.5,Narmada Basin,1240,30.75,23,26.5,234
2015,Hoshangabad,1.066,0.327,Deep Black,278,69,Narmada Basin,1342.3,32.5,24.5,28.25,307
2015,Harda,1.283,0.339,Deep Black,296,69.5,Narmada Basin,1205.7,33,24.5,28.25,264
2015,Indore,2.058,1.068,Medium Black,550,67.5,Chambal Basin,1329.4,32,24,27.5,519
2015,Dhar,2.621,2.626,Medium Black,559,68,Narmada Basin,1021.6,32,24,27.75,1002
2015,Jhabua,0.465,0.231,Medium Black,318,69.5,Narmada Basin,776.1,32.75,24.75,28.5,497
2015,Alirajpur,0.234,0.163,Alluvium,288,69.5,Narmada Basin,875.6,32.75,24.75,28.5,697
2015,Khargone,0.816,0.529,Medium Black,258,64.75,Narmada Basin,800.7,32.75,25.25,28.75,648
2015,Barwani,0.338,0.169,Medium Black,178,65.5,Narmada Basin,644.8,33,25.25,28.75,500
2015,Khandwa,1.754,1.245,Medium Black,309,66.25,Narmada Basin,1103.8,33.25,25,28.75,710
2015,Burhanpur,0.186,0.12,Medium Black,247,66,Tapti Basin,866.6,32.5,24.5,28,645
2015,Jabalpur,0.147,0.068,Deep Black,412,68.75,Narmada Basin,1043.9,33.25,24.25,28.25,463
2015,Katni,0.016,0.007,"Mixed Red and Black, Deep Black",304,65,Ken Basin,832.4,33.75,25,28.75,438
2015,Chhindwara,1.049,0.389,Shallow Black,675,70.75,Wainganga Basin,1133.3,30.75,23,26.5,371
2015,Mandla,0.03,0.007,Red and Yellow Medium Black,445,74,Narmada Basin,1195.8,31.75,23,26.75,233
2015,Seoni,0.515,0.194,Mixed Red and Black,611,73.5,Narmada Basin,1013.7,31.25,23,26.75,377
2015,Narsinghpur,0.798,0.379,Deep Black,347,66.25,Narmada Basin,1006.1,31.75,25,28.75,475
2015,Dindori,0.104,0.069,Red and yellow,640,73.75,Narmada Basin,1362.9,30.5,22.75,26,663
2015,Sagar,3.185,1.688,Medium and Deep Black,427,64.75,Betwa Basin,765.7,32.75,25,28.75,530
2015,Damoh,0.852,0.505,Medium and Deep Black,595,64,Ken Basin,971.4,33.75,25.25,29.5,593
2015,Panna,0.285,0.196,"Mixed Red and Black, Deep Black",410,54.25,Ken Basin,777.3,35.25,27.75,31.5,688
2015,Tikamgarh,0.535,0.267,Mixed Red and Black,349,55,Betwa Basin,685,35,26.75,30.75,499
2015,Chhattarpur,0.7,0.477,Mixed Red and Black,305,53.25,Betwa Basin,1133.3,35.25,28.5,32.75,681
2015,Gwalior,0.036,0.018,Alluvium,211,46.25,Sindh Basin,861.3,37,29.5,33.25,500
2015,Shivpuri,1.252,0.893,Alluvium,468,54.25,Chambal Basin,769.4,34.75,27,30.75,713
2015,Guna,2.191,1.54,Medium and Deep Black,474,58.5,Chambal Basin,1201.7,33.25,26.25,30,703
2015,Ashoknagar,1.227,0.685,Alluvium,499,57.75,Sindh Basin,896.6,33.75,26.25,29.75,558
2015,Datia,0.086,0.039,Mixed Red and Black,420,48.75,Sindh Basin,679.6,36.25,28.75,32.25,453
2015,Morena,0.027,0.011,Alluvium,177,44.25,Sindh Basin,567.9,38.5,29.75,34,407
2015,Sheopur,0.41,0.243,Alluvium,456,51.25,Chambal Basin,608.8,36,28,32,593
2015,Bhind,0.004,0.002,Alluvium,192,45.25,Sindh Basin,545,37.25,29.75,33.75,500
2015,Satna,0.450125,0.2995,Mixed Red and Black,315,60.875,Tons Basin,1005.1375,34.5625,26.84375,30.5625,822.125
2015,Rewa,0.572,0.166,Medium and Black,304,54.5,Tons Basin,803.1,35,27.75,31.25,290
2015,Sidhi,0.03,0.011,Red and Yellow,272,76.25,Son Basin,806,31,24,27,367
2015,Singrauli,0.1228,0.1194,"Red soil, Alluvial & Lateritic soil",609,59,Son Basin,799.6,34.75,25.75,30.5,875
2015,Shahdol,0.149,0.043,Red and Yellow Medium Black,464,70.75,Son Basin,787.7,31.75,23.25,27.25,289
2015,Anuppur,0.056,0.021,Red and Yellow Medium Black,505,70.75,Son Basin,770.9,31.75,23.25,27.25,375
2015,Umaria,0.049,0.021,Red and Yellow Medium Black,2430,66.75,Son Basin,1003.5,33.5,24,28.25,429
2016,Ujjain,4.55,5.437,Medium Black,494,73.5,Chambal Basin,1202.8,31,24.25,27.25,1195
2016,Mandsaur,2.828,3.108,Medium Black,440,69.75,Chambal Basin,1037.1,32,25,28.25,1209
2016,Neemuch,1.44,1.568,Medium Black,452,68.25,Chambal Basin,1113.3,32.5,25,28.5,1219
2016,Ratlam,2.3,2.528,Medium Black,480,73.5,Chambal Basin,1353.6,31,24.25,27.75,1242
2016,Dewas,3.374,4.032,Medium Black,535,75,Narmada Basin,923.9,30.5,24.25,27,1254
2016,Shajapur,2.526,2.945,Medium Black,445,72.5,Chambal Basin,1162.8,31.25,24.75,28,1136
2016,Agar,1.286,1.487,Medium Black,505,73.75,Chambal Basin,1360.3,31.25,24.25,27.25,1129
2016,Bhopal,0.916,0.839,Medium Black,527,75,Betwa Basin,1576.8,31,24.75,27.75,872
2016,Sehore,2.96,3.567,Medium and Deep Black,502,75.25,Chambal Basin,1489.6,31,24.5,27.75,916
2016,Raisen,0.58,0.492,Medium and Deep Black,445,74,Betwa Basin,1469.9,31,25.25,28,837
2016,Vidisha,2.272,1.777,Medium and Deep Black,424,74,Betwa Basin,1531.8,31,25.25,28,876
2016,Rajgarh,3.12,3.607,Medium Black,1555,73.5,Chambal Basin,1377.8,31,24.25,27.75,997
2016,Betul,2.2,2.207,Shallow Black,658,78.5,Narmada Basin,1046.1,29.5,23.5,26,918
2016,Hoshangabad,0.855,0.726,Deep Black,278,76.75,Narmada Basin,2171.5,31.5,24.75,27.75,894
2016,Harda,1.1,0.95,Deep Black,296,77,Narmada Basin,996.1,31.75,24.75,27.75,987
2016,Indore,2.226,2.638,Medium Black,550,75,Chambal Basin,922,30.5,24.25,26.75,1205
2016,Dhar,2.875,3.574,Medium Black,559,75.5,Narmada Basin,959.4,30.5,24.25,26.75,1302
2016,Balaghat,0.0775,0.074,Deep Black,412,73.4,Wainganga Basin,1234.84,32.5,24.1,27.8,966.75
2016,Jhabua,0.632,0.592,Medium Black,318,74.25,Narmada Basin,1079.5,31.75,25,28.25,915
2016,Alirajpur,0.234,0.194,Alluvium,288,74.25,Narmada Basin,1093.9,31.75,25,28.25,991
2016,Khargone,0.7,0.512,Medium Black,258,72.25,Narmada Basin,734.9,31.75,25,27.75,978
2016,Barwani,0.3,0.229,Medium Black,178,71.75,Narmada Basin,603,32,24.75,28.25,964
2016,Khandwa,1.557,1.353,Medium Black,309,72.75,Narmada Basin,1001.3,31.75,25,28,1055
2016,Burhanpur,0.16,0.145,Medium Black,247,73,Tapti Basin,830.9,31.5,24.5,27.5,1052
2016,Jabalpur,0.147,0.111,Deep Black,412,75.5,Narmada Basin,1485.9,31.75,24.75,28,1000
2016,Katni,0.016,0.01,"Mixed Red and Black, Deep Black",304,73,Ken Basin,1410.4,32.25,25.25,28.5,1000
2016,Chhindwara,0.957,0.804,Shallow Black,675,77.75,Wainganga Basin,1049.7,30,23.5,26.25,984
2016,Mandla,0.03,0.019,Red and Yellow Medium Black,445,79,Narmada Basin,1547.3,30.75,23.5,27,909
2016,Seoni,0.33,0.248,Mixed Red and Black,611,78.75,Narmada Basin,1236.3,30.25,23.5,26.5,933
2016,Narsinghpur,0.64,0.543,Deep Black,347,74.25,Narmada Basin,1187.3,30.75,25,28.25,965
2016,Dindori,0.104,0.08,Red and yellow,640,78,Narmada Basin,1477,29.75,23.25,25.75,884
2016,Sagar,2.8,2.164,Medium and Deep Black,427,74.25,Betwa Basin,1392.9,31.75,25,28,871
2016,Damoh,0.9,0.661,Medium and Deep Black,595,72.5,Ken Basin,1623.3,32.5,25.75,29,905
2016,Panna,0.285,0.217,"Mixed Red and Black, Deep Black",410,65,Ken Basin,1747.5,34,27.25,30.5,880
2016,Tikamgarh,0.4,0.302,Mixed Red and Black,349,66,Betwa Basin,836.5,33.75,26.5,30,841
2016,Chhattarpur,0.47,0.35,Mixed Red and Black,305,65,Betwa Basin,1049.7,34.5,28.5,32.75,926
2016,Gwalior,0.007,0.005,Alluvium,211,59.75,Sindh Basin,632,35.25,28.5,32,833
2016,Shivpuri,0.75,0.686,Alluvium,468,63.75,Chambal Basin,883.7,33.5,27,30,897
2016,Guna,2,1.85,Medium and Deep Black,474,68.75,Chambal Basin,1319.2,32.25,26,29,1050
2016,Ashoknagar,1.3,1.138,Alluvium,499,68,Sindh Basin,1064.3,32.75,26,29,1115
2016,Datia,0.002,0.002,Mixed Red and Black,420,61,Sindh Basin,631.6,35,28,31.5,1000
2016,Bhind,0.003333333285714,0.002333333285714,Alluvium,192,53.75,Sindh Basin,601.214285714286,36.9642857142857,29.0357142857143,32.8928571428571,730.5
2016,Morena,0.017,0.014,Alluvium,177,44.75,Sindh Basin,564.3,37.25,29.75,33.5,824
2016,Sheopur,0.21,0.184,Alluvium,456,61.75,Chambal Basin,727.9,35,27.75,31,956
2016,Rewa,0.538,0.428,Medium and Black,304,64.75,Tons Basin,1275.1,34,27.5,30.5,914
2016,Sidhi,0.03,0.023,Red and Yellow,272,72.5,Son Basin,1376.6,31.25,24,27.25,767
2016,Satna,0.81,0.499,Mixed Red and Black,315,55,Tons Basin,1703.6,35,27.75,31,914
2016,Singrauli,0.02,0.016,"Red soil, Alluvial & Lateritic soil",609,62.75,Son Basin,1298.3,34,26.25,30,800
2016,Shahdol,0.149,0.121,Red and Yellow Medium Black,464,76.25,Son Basin,1162.2,31,24,27,1000
2016,Anuppur,0.056,0.046,Red and Yellow Medium Black,505,76.25,Son Basin,1053.4,31,24,27,1000
2016,Umaria,0.051,0.04,Red and Yellow Medium Black,2430,74,Son Basin,1335.2,32.25,24.5,28.25,784
2017,Ujjain,4.471,4.225,Medium Black,494,69.5,Chambal Basin,814.1,31.5,24.25,27.5,945
2017,Mandsaur,2.7,2.714,Medium Black,440,65,Chambal Basin,668.8,32.75,25.5,28.5,1005
2017,Neemuch,1.356,1.336,Medium Black,452,63.75,Chambal Basin,801,33,25.25,28.75,985
2017,Ratlam,2.2,1.956,Medium Black,480,69,Chambal Basin,977.8,31.75,24.75,27.75,889
2017,Dewas,3.275,3.193,Medium Black,535,71.5,Narmada Basin,810.2,31.5,24.25,27.5,975
2017,Shajapur,2.48,2.244,Medium Black,445,68.5,Chambal Basin,663.2,32,25.25,28.25,905
2017,Agar,1.2,1.092,Medium Black,505,62,Chambal Basin,815.5,33.75,25.25,29.5,910
2017,Bhopal,0.952,0.619,Medium and Deep Black,527,70.75,Betwa Basin,806,31.75,25,28,650
2017,Sehore,2.699,2.47,Medium and Deep Black,502,72,Chambal Basin,905.4,31.5,24.5,27.75,915
2017,Raisen,0.868,0.426,Medium and Deep Black,445,68.5,Betwa Basin,927.4,32,25.25,28.75,491
2017,Vidisha,2.775,1.715,Medium Black,424,68.5,Betwa Basin,811.9,32,25.25,28.75,618
2017,Rajgarh,3.094,2.8,Shallow Black,1555,69,Chambal Basin,840.6,31.75,24.75,27.75,905
2017,Betul,2.25,1.217,Deep Black,658,76,Narmada Basin,808,30.25,23.25,26.25,541
2017,Hoshangabad,0.91,0.705,Deep Black,278,73,Narmada Basin,1044,32,24.75,28.25,775
2017,Harda,1.2,0.99,Medium Black,296,73.25,Narmada Basin,675.9,32.5,24.75,28.5,825
2017,Indore,2.17,1.768,Medium Black,550,71.5,Chambal Basin,777,31.5,24,27.5,815
2017,Dhar,2.794,2.864,Medium Black,559,72.25,Narmada Basin,761.8,31,24.25,27.5,1025
2017,Jhabua,0.637,0.622,Alluvium,318,69.5,Narmada Basin,845.6,32.75,25.5,28.75,976
2017,Alirajpur,0.165,0.156,Medium Black,288,69.5,Narmada Basin,787.3,32.75,25.5,28.75,945
2017,Khargone,0.593,0.366,Medium Black,258,68.25,Narmada Basin,775.6,32.5,25.25,28.25,617
2017,Barwani,0.324,0.209,Medium Black,178,67.75,Narmada Basin,645.8,32.75,25.25,28.5,645
2017,Khandwa,1.545,1.241,Medium Black,309,68.5,Narmada Basin,977.8,32.75,25.25,28.5,803
2017,Burhanpur,0.15,0.136,Red and Yellow,247,69,Tapti Basin,911.4,32,24.75,28.25,907
2017,Jabalpur,0.016,0.01,Deep Black,412,71.5,Narmada Basin,902.5,32.5,25,28.5,625
2017,Katni,0.015,0.01,"Mixed Red and Black, Deep Black",304,69.25,Ken Basin,1115.8,32.75,25.5,28.75,667
2017,Chhindwara,0.229,0.177,Shallow Black,675,75.75,Wainganga Basin,883,30,23.25,26.25,773
2017,Mandla,0.027,0.019,Red and Yellow Medium Black,445,76,Narmada Basin,944.1,31,23.75,27.25,704
2017,Seoni,0.398,0.291,Mixed Red and Black,611,76.75,Narmada Basin,907.3,30.5,23.5,26.75,731
2017,Narsinghpur,0.325,0.236,Deep Black,347,68.5,Narmada Basin,777,31,25.75,28.75,726
2017,Sagar,1.96,1.176,Medium and Deep Black,427,68.75,Betwa Basin,884.1,32.25,25,28.5,600
2017,Damoh,0.483,0.242,Medium and Deep Black,595,67.75,Ken Basin,726.8,33.25,26,29.5,501
2017,Panna,0.085,0.047,"Mixed Red and Black, Deep Black",410,60.5,Ken Basin,857.4,34.75,27.5,31,553
2017,Tikamgarh,0.137,0.093,Mixed Red and Black,349,60.75,Betwa Basin,599,34.25,27,30.75,679
2017,Chhattarpur,0.308,0.208,Mixed Red and Black,305,60.25,Betwa Basin,883,35,29.75,33.25,675
2017,Gwalior,0.17,0.132,Alluvium,211,51.75,Sindh Basin,631.8,36.5,29,32.75,776
2017,Shivpuri,0.79,0.593,Alluvium,468,60,Chambal Basin,523.2,33.75,26.75,30.25,751
2017,Guna,1.53,1.209,Medium and Deep Black,474,63.25,Chambal Basin,808.4,33,26.25,29.5,790
2017,Balaghat,0.0775,0.074,Red and Yellow,318,73.4,Wainganga Basin,1234.84,32.5,24.1,27.8,966.75
2017,Ashoknagar,1.4,1.372,Alluvium,499,62.75,Sindh Basin,849.4,33,26.25,29.5,980
2017,Datia,0.068,0.049,Mixed Red and Black,420,55,Sindh Basin,585.9,35.5,28.25,32.25,721
2017,Morena,0.006,0.004,Alluvium,177,58.75,Sindh Basin,492.7,36,28.75,32.25,667
2017,Sheopur,0.29,0.265,Alluvium,456,54,Chambal Basin,436,35.5,28.25,31.75,914
2017,Bhind,0.005,0.004,Alluvium,192,59.25,Sindh Basin,492.8,36,28.75,32.5,800
2017,Rewa,0.238,0.184,Medium and Black,304,61,Tons Basin,891.6,34.25,27.25,30.5,773
2017,Sidhi,0.018,0.013,Red and Yellow,272,72.25,Son Basin,748,31,24.25,27,722
2017,Satna,0.468,0.358,Mixed Red and Black,315,65,Tons Basin,743.2,34,27,30.5,765
2017,Singrauli,0.002,0.001,"Red soil, Alluvial & Lateritic soil",609,68.25,Son Basin,866.9,34.25,26,30.25,500
2017,Shahdol,0.135,0.099,Red and Yellow Medium Black,464,72.5,Son Basin,743.5,31.25,24,27.25,733
2017,Anuppur,0.057,0.046,Red and Yellow Medium Black,505,72.5,Son Basin,934.9,31.25,24,27.25,807
2017,Umaria,0.037,0.03,Red and Yellow Medium Black,2430,70.25,Son Basin,728.6,33,24.75,28.5,811
2017,Dindori,0.095,0.069,Red and Yellow,640,75.25,Narmada Basin,914.8,30.25,22.75,26.25,726
2018,Ujjain,4.724,5.645,Medium Black,494,71.75,Chambal Basin,776.5,30.75,24.5,27.5,1195
2018,Mandsaur,3.293,3.981,Medium Black,440,68,Chambal Basin,877.9,31.75,25,28.25,1209
2018,Neemuch,1.773,2.162,Medium Black,452,67,Chambal Basin,1058.7,32.25,25,28.25,1219
2018,Ratlam,3.121,3.876,Medium Black,480,72,Chambal Basin,945.7,31,24.5,27.5,1242
2018,Dewas,3.814,4.783,Medium Black,535,71.75,Narmada Basin,675.5,30.75,24.25,27,1254
2018,Shajapur,2.55,2.896,Medium Black,445,70.75,Chambal Basin,760.9,31.25,24.75,28,1136
2018,Agar,1.698,1.917,Medium Black,505,64,Chambal Basin,820,32.25,25,28.75,1129
2018,Bhopal,1.26,1.099,Medium Black,527,72,Betwa Basin,838.1,31.25,24.75,27.75,872
2018,Sehore,2.767,2.535,Medium and Deep Black,502,73,Chambal Basin,892.9,30.75,24.5,27.5,916
2018,Raisen,0.753,0.63,Medium and Deep Black,445,70.5,Betwa Basin,1191.113,31.5,25.25,28.25,837
2018,Vidisha,3.255,2.851,Medium and Deep Black,424,70.5,Betwa Basin,916.2,31.5,25.25,28.25,876
2018,Rajgarh,3.026,3.017,Medium Black,1555,72,Chambal Basin,809,31,24.5,27.5,997
2018,Betul,2.15,1.974,Shallow Black,658,75.75,Narmada Basin,637.4,29.5,23.25,26,918
2018,Hoshangabad,0.682,0.61,Deep Black,278,73.5,Narmada Basin,1090.4,31.25,24.75,27.75,894
2018,Harda,1.45,1.431,Deep Black,296,72.75,Narmada Basin,781.2,31.5,24.75,27.75,987
2018,Indore,2.115,2.549,Medium Black,550,72,Chambal Basin,811.9,30.75,24,27.25,1205
2018,Dhar,2.736,3.562,Medium Black,559,72.25,Narmada Basin,684.4,30.5,24.25,27,1302
2018,Jhabua,0.645,0.59,Medium Black,318,70.75,Narmada Basin,774.5,31.75,25.25,28.25,915
2018,Alirajpur,0.224,0.222,Alluvium,288,70.75,Narmada Basin,688.2,31.75,25.25,28.25,991
2018,Khargone,0.766,0.749,Medium Black,258,68,Narmada Basin,707.3,31.75,25.5,28.25,978
2018,Barwani,0.337,0.325,Medium Black,178,68,Narmada Basin,619.2,32.25,25,28.25,964
2018,Khandwa,1.631,1.721,Medium Black,309,68.5,Narmada Basin,1038.2,31.75,25.25,28.5,1055
2018,Burhanpur,0.191,0.201,Medium Black,247,68.5,Tapti Basin,829.7,31.75,24.75,28,1052
2018,Balaghat,0.0775,0,Red and Yellow,318,65,Wainganga Basin,1039.3,34,24.5,28.75,966.75
2018,Jabalpur,0.001,0.001,Deep Black,412,70,Narmada Basin,1082.1,31.75,25.25,28.25,1000
2018,Katni,0.015,0.015,"Mixed Red and Black, Deep Black",304,69.5,Ken Basin,1082.8,32,25.5,28.75,1000
2018,Chhindwara,0.186,0.183,Shallow Black,675,74.75,Wainganga Basin,763.3,29.25,23.25,26,984
2018,Mandla,0.022,0.02,Red and Yellow Medium Black,445,75.5,Narmada Basin,1073.7,31,24,26.75,909
2018,Seoni,0.03,0.028,Mixed Red and Black,611,75.5,Narmada Basin,812,30,23.5,26.5,933
2018,Narsinghpur,0.201,0.194,Deep Black,347,69.25,Narmada Basin,940.2,31,25.25,28.5,965
2018,Dindori,0.095,0.077176471,Red and yellow,640,75.25,Narmada Basin,1059.8,29.75,23,26,884
2018,Sagar,1.924,1.676,Medium and Deep Black,427,69.25,Betwa Basin,901.8,31.75,25.5,28.25,871
2018,Damoh,0.592,0.536,Medium and Deep Black,595,67.25,Ken Basin,989,33,26.25,29.25,905
2018,Panna,0.075,0.066,"Mixed Red and Black, Deep Black",410,62.5,Ken Basin,890.6,33.75,27.75,30.75,880
2018,Tikamgarh,0.182,0.153,Mixed Red and Black,349,63.5,Betwa Basin,1305.4,33.5,27,30.5,841
2018,Chhattarpur,0.43,0.398,Mixed Red and Black,305,63.25,Betwa Basin,763.3,34.25,29.75,33,926
2018,Gwalior,0.012,0.01,Alluvium,211,56.25,Sindh Basin,759.7,35.75,29,32.25,833
2018,Shivpuri,1.189,1.066,Alluvium,468,64,Chambal Basin,994.9,33.5,26.75,29.75,897
2018,Guna,1.953,2.05,Medium and Deep Black,474,66.75,Chambal Basin,910.1,32.5,25.75,29,1050
2018,Ashoknagar,1.626,1.813,Alluvium,499,65.5,Sindh Basin,894.6,32.5,26,29,1115
2018,Sheopur,0.183,0.175,Alluvium,456,59.25,Chambal Basin,799.2,34.75,28,31.25,956
2018,Rewa,0.175,0.16,Medium and Black,304,62.5,Tons Basin,928.5,33.75,27.5,30.5,914
2018,Satna,0.244,0.223,Mixed Red and Black,315,60.5,Tons Basin,784.2,34.25,27.25,30.5,914
2018,Shahdol,0.002,0.002,Red and Yellow Medium Black,464,72.25,Son Basin,886.5,31,24.25,27,1000
2018,Anuppur,0.001,0.001,Red and Yellow Medium Black,505,72.25,Son Basin,927.2,31,24.25,27,1000
2018,Umaria,0.035,0.023,Red and Yellow Medium Black,2430,69.46875,Son Basin,1023.275,33.15625,24.53125,28.4375,727.375
2018,Singrauli,0.1228,0.1194,"Red soil, Alluvial & Lateritic soil",609,63.375,Son Basin,1053.7625,34.84375,26.09375,30.40625,875
2018,Sidhi,0.04425,0.03225,Red and Yellow,272,70.875,Son Basin,1191.6125,31.875,23.90625,27.5,719.5
2018,Datia,0.07225,0.0435,Mixed Red and Black,420,56.40625,Sindh Basin,778.5875,35.75,27.96875,31.8125,740.5
2018,Bhind,0.003333333285714,0.002333333285714,Alluvium,192,53.75,Sindh Basin,601.214285714286,36.9642857142857,29.0357142857143,32.8928571428571,730.5
2018,Morena,0.011142857142857,0.007428571428571,Alluvium,177,53.6071428571429,Sindh Basin,638.671428571429,36.7857142857143,28.7857142857143,32.6428571428571,753.285714285714
